numero_turno,nome_municipio,sigla_partido,descricao_cargo,nome,total_votos
1,CAXIAS DO SUL,PSF,VEREADOR,IDARCI GARCIA PELLISOLI,47
1,CAXIAS DO SUL,PSF,VEREADOR,NELSON MACHADO OLIVEIRA,75
1,CAXIAS DO SUL,PSF,VEREADOR,MARCIO SILVESTRE ROCHA COSTA,113
1,CAXIAS DO SUL,PSF,VEREADOR,JONAS MARIA MENEZES DOS SANTOS BENITES,163
1,CAXIAS DO SUL,PSF,VEREADOR,CLODOVEU DALMAS PERONDI,33
1,CAXIAS DO SUL,PSF,VEREADOR,FRANCISCO SANTOS GOMES,1189
1,CAXIAS DO SUL,PSF,VEREADOR,ELISANDRO WILLIAN DA SILVA,687
1,CAXIAS DO SUL,PSF,VEREADOR,MILTON FALCAO VIEIRA,49
1,CAXIAS DO SUL,PSF,VEREADOR,GEVERTON HENRIQUE GOMES BANDEIRA,93
1,CAXIAS DO SUL,PSF,VEREADOR,FELIPE DOS SANTOS VARGAS,221
1,CAXIAS DO SUL,PSF,VEREADOR,ROSELI GENECI SCOTO DA SILVA,10
1,CAXIAS DO SUL,PSF,VEREADOR,RENATA DAHMER KLIEMANN,3
1,CAXIAS DO SUL,PSF,VEREADOR,RITA VON ROSENTHAL BRAATZ,31
1,CAXIAS DO SUL,PSF,VEREADOR,MARIZETE IVO NUNES,8
1,CAXIAS DO SUL,PO,VEREADOR,VALDNEIA MARQUES DE RAMOS,23
1,CAXIAS DO SUL,PSF,VEREADOR,TIBIRICA TERESINHA DEPARIS DARTORA,542
1,CAXIAS DO SUL,PSF,VEREADOR,JEFFERSON FERREIRA TESCH,23
1,CAXIAS DO SUL,PSF,VEREADOR,MARCOS GOVONI COUTINHO,90
1,CAXIAS DO SUL,PO,VEREADOR,JOAO RENATO PASTORINI DE SOUZA,47
1,CAXIAS DO SUL,PO,VEREADOR,RENATO GRESELI,406
1,CAXIAS DO SUL,PO,VEREADOR,RUBEM RAQUEL DA COSTA FERNANDES,9
1,CAXIAS DO SUL,PO,VEREADOR,RODRIGO DA ROCHA LEAL,127
1,CAXIAS DO SUL,PO,VEREADOR,ANA GOBI VINCHIGUERRA,3
1,CAXIAS DO SUL,PPI,VEREADOR,ANTIOCO CEZAR CRUZ SEBBEN,108
1,CAXIAS DO SUL,PPI,VEREADOR,CORINA OLIVEIRA DA SILVA,0
1,CAXIAS DO SUL,PPI,VEREADOR,EVERSON NADIR DE PAULA NETO,68
1,CAXIAS DO SUL,PPI,VEREADOR,FILIPE CARLOS ESTIGARRIBIA MARTINS,339
1,CAXIAS DO SUL,PPI,VEREADOR,GERALDO HELENA ALVES,73
1,CAXIAS DO SUL,PPI,VEREADOR,GREICE BEHNCK CARDOSO,155
1,CAXIAS DO SUL,PPI,VEREADOR,LUIS EZEQUIEL PEREIRA DE MAHTOS,69
1,CAXIAS DO SUL,PPI,VEREADOR,OBERDAN HENRIQUE LIMA GOMES,66
1,CAXIAS DO SUL,PPI,VEREADOR,ODIR DA LUZ,91
1,CAXIAS DO SUL,PPI,VEREADOR,ROCHELE JUKOSKI,24
1,CAXIAS DO SUL,PPI,VEREADOR,SEBASTIAO ANILDO FRITSCH,105
1,CAXIAS DO SUL,PPI,VEREADOR,VINICIUS ANTONIO RODRIGUES DA TRINDADE,0
1,CAXIAS DO SUL,PA,VEREADOR,ROSMARI MARCELO DAL RI,1
1,CAXIAS DO SUL,PS,VEREADOR,ALICE CARLOS DE LIMA,3
1,CAXIAS DO SUL,PV,VEREADOR,ROSANA HENRIQUE DO NASCIMENTO VANACOR,137
1,CAXIAS DO SUL,PV,VEREADOR,JOSE ASOLINI,47
1,CAXIAS DO SUL,PEN,VEREADOR,JOSE PAPPIS,49
1,CAXIAS DO SUL,PCT,VEREADOR,JOAO MARX,6
1,CAXIAS DO SUL,PCT,VEREADOR,LUCILIA SOARES GUIMARAES,8
1,CAXIAS DO SUL,PCT,VEREADOR,PAULO MARIA RICARDI,15
1,CAXIAS DO SUL,PSF,VEREADOR,DILMA CARLOS PETER,5
1,CAXIAS DO SUL,PSF,VEREADOR,MARILCE RENATO ALEGRE RODRIGUES,8
1,CAXIAS DO SUL,PSF,VEREADOR,FLAVIA VELEDA MARTINS,9
1,CAXIAS DO SUL,PV,VEREADOR,CELIA DA SILVA,0
1,CAXIAS DO SUL,PPI,VEREADOR,GENI MARIA SCHNEIDER,37
1,CAXIAS DO SUL,PV,PREFEITO,GILBERTO SILVEIRA DA ROCHA,20781
1,CAXIAS DO SUL,PG,PREFEITO,EDSON DE FATIMA RODRIGUES DUTRA,36415
2,CAXIAS DO SUL,PG,PREFEITO,EDSON DE FATIMA RODRIGUES DUTRA,31470
1,CAXIAS DO SUL,PLI,PREFEITO,FRANCISCO RIOGRANDINO DUARTE LOUREIRO,325
1,CAXIAS DO SUL,PCT,PREFEITO,ASSIS VINICIUS MADEIRA MARTINS,861
1,CAXIAS DO SUL,PSF,PREFEITO,DANIEL BARCELOS CAMPANI,23655
2,CAXIAS DO SUL,PSF,PREFEITO,DANIEL BARCELOS CAMPANI,52545
1,CAXIAS DO SUL,PPI,PREFEITO,VITOR SCHLOTEFELDT,397
1,CAXIAS DO SUL,PST,VEREADOR,ALBERTO MESACASA TRENTIN,741
1,CAXIAS DO SUL,PST,VEREADOR,ANDRE DERLEI DA SILVA,271
1,CAXIAS DO SUL,PST,VEREADOR,ANTONIA SPOLAVORI TRESCASTRO,64
1,CAXIAS DO SUL,PST,VEREADOR,MARIA LAZZARI,46
1,CAXIAS DO SUL,PST,VEREADOR,GILFREDO FRANCO KIRIYAMA,102
1,CAXIAS DO SUL,PST,VEREADOR,EDI TABAJARA MARQUES GONCALVES,1485
1,CAXIAS DO SUL,PST,VEREADOR,FERNANDO JARDIM DORNELES,216
1,CAXIAS DO SUL,PST,VEREADOR,GENTIL BALERINI DE BASTIANI,26
1,CAXIAS DO SUL,PST,VEREADOR,JACELE CLAUDIR CARDOSO,139
1,CAXIAS DO SUL,PST,VEREADOR,MARCELO EDENIR MAIDANA,288
1,CAXIAS DO SUL,PST,VEREADOR,MARCELO CEZAR VIEIRA MACHADO,54
1,CAXIAS DO SUL,PST,VEREADOR,MARCILIO JOSE BONA PARLATTO,39
1,CAXIAS DO SUL,PST,VEREADOR,MARCO ANTONIO COLLI,160
1,CAXIAS DO SUL,PST,VEREADOR,MARLI KRONBAUER,1
1,CAXIAS DO SUL,PST,VEREADOR,WAGNER LOURDES BRISTOT BOSCHETTI,415
1,CAXIAS DO SUL,PST,VEREADOR,PAULO TAMKE,127
1,CAXIAS DO SUL,PST,VEREADOR,EDISON DOS SANTOS VARGAS,585
1,CAXIAS DO SUL,PST,VEREADOR,RAIMUNDO DE SOUZA,491
1,CAXIAS DO SUL,PST,VEREADOR,SAMUEL HENRIQUE BERTOLUCCI,309
1,CAXIAS DO SUL,PST,VEREADOR,SERGIO DE AGUIAR SANTOS,162
1,CAXIAS DO SUL,PST,VEREADOR,SUZETE SESSE,167
1,CAXIAS DO SUL,PST,VEREADOR,TATIANE DA MOTTA,65
1,CAXIAS DO SUL,PST,VEREADOR,ILDEFONSO LUIZ SEHN,794
1,CAXIAS DO SUL,PST,VEREADOR,VALESKA MATIAS SIMON,80
1,CAXIAS DO SUL,PST,VEREADOR,VANDA ALVIM DE LA VEGA,72
1,CAXIAS DO SUL,PST,VEREADOR,EDIO MARCELO DA SILVA,1153
1,CAXIAS DO SUL,PST,VEREADOR,LINDOMAR PINTO FERNANDES,41
1,CAXIAS DO SUL,PST,VEREADOR,JOSE ATAYR ARAUJO,347
1,CAXIAS DO SUL,PST,VEREADOR,ALDA MORANDI DA SILVA,50
1,CAXIAS DO SUL,PST,VEREADOR,IVETE CLOVIS TRESCASTRO CRESTANI,0
1,CAXIAS DO SUL,PST,VEREADOR,JOSE SEVERO,68
1,CAXIAS DO SUL,PST,VEREADOR,RENATO TERESINHA SCHMITZ KOTLEWSKI,45
1,CAXIAS DO SUL,PST,VEREADOR,JOSE JOAO SCHNEIDER,34
1,CAXIAS DO SUL,PST,VEREADOR,SANDRA SOARES DE FREITAS,32
1,CAXIAS DO SUL,PST,VEREADOR,ESEQUIEL DUTRA,217
1,CAXIAS DO SUL,PV,VEREADOR,DIOGO DE CASSIA MARQUES,29
1,CAXIAS DO SUL,PV,VEREADOR,FELIPE LENIRA KULLMANN GRAEBNER,35
1,CAXIAS DO SUL,PV,VEREADOR,ADROALDO REGINA MARTINS MACHADO,364
1,CAXIAS DO SUL,PV,VEREADOR,AIRTON FERNANDES DE MELLO,39
1,CAXIAS DO SUL,PV,VEREADOR,AMELIA KANSU SALES,46
1,CAXIAS DO SUL,PV,VEREADOR,AVANI VILMAR DOS SANTOS BAHIA,170
1,CAXIAS DO SUL,PV,VEREADOR,TANIA BRITTES DOS REIS,47
1,CAXIAS DO SUL,PV,VEREADOR,DENISE VALDENIR DA SILVA RODRIGUES,1080
1,CAXIAS DO SUL,PV,VEREADOR,RODRIGO CARLOS BLEIN DA SILVA DA PAIXAO,745
1,CAXIAS DO SUL,PV,VEREADOR,WILSON DOS SANTOS PELTZ FANFA,6
1,CAXIAS DO SUL,PV,VEREADOR,VALDIR MARIA MIKULSKI,146
1,CAXIAS DO SUL,PV,VEREADOR,ANA PICOLI,440
1,CAXIAS DO SUL,PV,VEREADOR,IVANOR CATARINA ROCHA COSTA,30
1,CAXIAS DO SUL,PV,VEREADOR,ALFREDO BEATRIZ DORIA LUCAS DE OLIVEIRA,331
1,CAXIAS DO SUL,PV,VEREADOR,ROZEUNICE RODRIGUES DE SOUZA,319
1,CAXIAS DO SUL,PV,VEREADOR,VALMOR SOTILI,61
1,CAXIAS DO SUL,PV,VEREADOR,RICARDO JOSE MENUZZI,269
1,CAXIAS DO SUL,PV,VEREADOR,LUIS MACIEL DA SILVA,209
1,CAXIAS DO SUL,PV,VEREADOR,LEANDRO HELENA GIACOMINI MENEGHETTI,67
1,CAXIAS DO SUL,PV,VEREADOR,JUCARA ANTONIO SIMIONATTO,116
1,CAXIAS DO SUL,PV,VEREADOR,JOAO DIMARI RODRIGUES,113
1,CAXIAS DO SUL,PEN,VEREADOR,PAULA ONORIO DA SILVA,1985
1,CAXIAS DO SUL,PEN,VEREADOR,FRANCISCO DA SILVA HILDEBRANDT,144
1,CAXIAS DO SUL,PEN,VEREADOR,MAURICIO FAGUNDES DA SILVA,373
1,CAXIAS DO SUL,MFT,VEREADOR,MILTON DAROS DA SILVA,234
1,CAXIAS DO SUL,PPP,VEREADOR,ALBERTO RITTER PEREIRA,18
1,CAXIAS DO SUL,PPP,VEREADOR,ALEXANDRE MULLER,164
1,CAXIAS DO SUL,PPP,VEREADOR,FLAVI LAU STEFANELLO,69
1,CAXIAS DO SUL,PPP,VEREADOR,ITACIR VANDERLEI LUFT,324
1,CAXIAS DO SUL,PPP,VEREADOR,JEFERSON MENEZES DA SILVA,67
1,CAXIAS DO SUL,PPP,VEREADOR,MICHEL JOSE CARNIEL,207
1,CAXIAS DO SUL,PPP,VEREADOR,VALDECIR PEDRO NUNES DUTRA,107
1,CAXIAS DO SUL,PPP,VEREADOR,VENCESLAU CASTRO ROLLSING,211
1,CAXIAS DO SUL,PST,VEREADOR,NELSON STACKE,21
1,CAXIAS DO SUL,MFT,VEREADOR,NADJA BATISTA DE SOUZA,140
1,CAXIAS DO SUL,MFT,VEREADOR,IARA FERNANDO DA SILVA CALABRIA,1
1,CAXIAS DO SUL,MFT,VEREADOR,MARCELO CARLOS BORGES SIQUEIRA,30
1,CAXIAS DO SUL,MFT,VEREADOR,THAIANE MEWES,9
1,CAXIAS DO SUL,MFT,VEREADOR,ADALBERTO GEPPERT,185
1,CAXIAS DO SUL,MFT,VEREADOR,DANTE DOS SANTOS VIEIRA,654
1,CAXIAS DO SUL,MFT,VEREADOR,RODRIGO EVARISTO GIACOMELLI,21
1,CAXIAS DO SUL,PPP,VEREADOR,CLAIR ROGERIO LIRIO GUTERRES,1688
1,CAXIAS DO SUL,PPP,VEREADOR,CATIA MACHADO RODRIGUES,39
1,CAXIAS DO SUL,PPP,VEREADOR,TALITA JOSE PAGANOTTO,56
1,CAXIAS DO SUL,PPP,VEREADOR,SABRINA FIORIN SANTOLIN,19
1,CAXIAS DO SUL,PPP,VEREADOR,MARLENE MARCOS ALVES DE SOUZA,2
1,CAXIAS DO SUL,PST,VEREADOR,PEDRO PEREIRA BARRETO,801
1,CAXIAS DO SUL,PVN,VEREADOR,ADRIANO MARILISE MARRONI,315
1,CAXIAS DO SUL,PVN,VEREADOR,ANTONIO RICARDO BRUST,13
1,CAXIAS DO SUL,PVN,VEREADOR,BRUNO ALTAMIRO MARTINS,178
1,CAXIAS DO SUL,PVN,VEREADOR,CESAR GASPARETTO,82
1,CAXIAS DO SUL,PVN,VEREADOR,ANTONIO ALVARES COLLARES DA SILVA,390
1,CAXIAS DO SUL,PVN,VEREADOR,GLADIS VINISSIMO FARIAS BARAO,211
1,CAXIAS DO SUL,PVN,VEREADOR,JESSICA PAULO RIBEIRO DA SILVEIRA,28
1,CAXIAS DO SUL,PGDB,VEREADOR,NATALINO CLEIA SILVEIRA,155
1,CAXIAS DO SUL,PVN,VEREADOR,CLAYTON SOARES GUIMARAES,21
1,CAXIAS DO SUL,PVN,VEREADOR,LENITA MULLER,9
1,CAXIAS DO SUL,PVN,VEREADOR,REINALDO RODRIGUES MOREIRA,9
1,CAXIAS DO SUL,PVN,VEREADOR,ALDEMIR COLOMBO HARTMANN,131
1,CAXIAS DO SUL,PVN,VEREADOR,JOSE OLIVEIRA CALDEIRAO,110
1,CAXIAS DO SUL,PVN,VEREADOR,FELIPE PERUFO BRUM,627
1,CAXIAS DO SUL,PGDB,VEREADOR,NEZIA HENRIQUE LOUZADA,24
1,CAXIAS DO SUL,PGDB,VEREADOR,CLAUDIA JOSSEMAR MACHADO,44
1,CAXIAS DO SUL,PGDB,VEREADOR,ERINEU DE SOUZA E SILVA,33
1,CAXIAS DO SUL,PGDB,VEREADOR,LEO FONSECA LANDSKRON,243
1,CAXIAS DO SUL,PGDB,VEREADOR,JOSE DE LIMA,347
1,CAXIAS DO SUL,PVN,VEREADOR,ELOI ALBERTO ALVES TOJA,56
1,CAXIAS DO SUL,PVN,VEREADOR,OSVALDO GIZERIA,308
1,CAXIAS DO SUL,PVN,VEREADOR,GISELA ALVES ROCHA,33
1,CAXIAS DO SUL,PVN,VEREADOR,ADELINO ZARDINELLO,307
1,CAXIAS DO SUL,PVN,VEREADOR,PAULO MARIA PIAIA,789
1,CAXIAS DO SUL,PVN,VEREADOR,DAVISON DA SILVA LOPES,258
1,CAXIAS DO SUL,PVN,VEREADOR,AGENOR FRANCISCO ASSUMPCAO DA LUZ,96
1,CAXIAS DO SUL,PVN,VEREADOR,DAIANE MARQUES DE QUADROS,262
1,CAXIAS DO SUL,PVN,VEREADOR,MARIA FRANCIELI FIGUEIRA WIEBLING,46
1,CAXIAS DO SUL,PVN,VEREADOR,ARNO LUISA KNIES,140
1,CAXIAS DO SUL,PVN,VEREADOR,GIULIA LUIZ MORAES,35
1,CAXIAS DO SUL,PVN,VEREADOR,VANUSA CINTIA PAIM MENEGHETTI,18
1,CAXIAS DO SUL,PVN,VEREADOR,EDSON ALVES DE MELO,1607
1,CAXIAS DO SUL,PVN,VEREADOR,ALAOR DA SILVA NETO,396
1,CAXIAS DO SUL,PVN,VEREADOR,GRAZIELA MARIA MULLER DEBONA,44
1,CAXIAS DO SUL,PG,VEREADOR,GUSTAVO PEREIRA BARRETO,357
1,CAXIAS DO SUL,PG,VEREADOR,MARLEA CARLOS COLOMBO,326
1,CAXIAS DO SUL,PG,VEREADOR,CELIA GIROLAMO ORTOLAN,8
1,CAXIAS DO SUL,PG,VEREADOR,LIA DA SILVA MOREIRA,40
1,CAXIAS DO SUL,PG,VEREADOR,LORETE FARINA,82
1,CAXIAS DO SUL,PG,VEREADOR,SIMONE DE SENA BINDE,54
1,CAXIAS DO SUL,PG,VEREADOR,TEREZINHA DE CARVALHO,243
1,CAXIAS DO SUL,PG,VEREADOR,ZENITE CRISTINA OLIVEIRA DE MELLO BRUSCH,15
1,CAXIAS DO SUL,PG,VEREADOR,MAURICIO ALEXANDRE OLIVEIRA DA COSTA,209
1,CAXIAS DO SUL,PG,VEREADOR,LUCAS SCHELL,354
1,CAXIAS DO SUL,PG,VEREADOR,JO JUNGES,538
1,CAXIAS DO SUL,PG,VEREADOR,JOAQUIM KAFER,76
1,CAXIAS DO SUL,PG,VEREADOR,JAISON JOSE MIKI BREIER,639
1,CAXIAS DO SUL,PG,VEREADOR,DARLA MEIRELES DA SILVA,132
1,CAXIAS DO SUL,PG,VEREADOR,ANDRE JOAO DA SILVA,121
1,CAXIAS DO SUL,PG,VEREADOR,CONRADO DA SILVA ARAUJO,172
1,CAXIAS DO SUL,PG,VEREADOR,GETULIO MARCHEZAN JUNIOR,27
1,CAXIAS DO SUL,PG,VEREADOR,GIL NOVOTNY,90
1,CAXIAS DO SUL,PG,VEREADOR,MIGUEL RODRIGUES NUNES,345
1,CAXIAS DO SUL,PG,VEREADOR,VELOCINO KAEFER,486
1,CAXIAS DO SUL,PG,VEREADOR,VANDUIR PEREIRA,38
1,CAXIAS DO SUL,PG,VEREADOR,VALDIR LANZANA,38
1,CAXIAS DO SUL,PG,VEREADOR,ROBISON LUIZ IMHOFF,191
1,CAXIAS DO SUL,PG,VEREADOR,RICARDO SPELLMEIER,1351
1,CAXIAS DO SUL,PG,VEREADOR,RAFAEL UBIRAJARA DEBASTIANI TEIXEIRA,2114
1,CAXIAS DO SUL,PG,VEREADOR,PEDRO MAIA SORIA,432
1,CAXIAS DO SUL,PG,VEREADOR,VINICIUS DE MOURA GARCEZ,282
1,CAXIAS DO SUL,PG,VEREADOR,MARCOS GILMAR BORGES,130
1,CAXIAS DO SUL,PG,VEREADOR,NELSON GONCALVES NOVO,984
1,CAXIAS DO SUL,PG,VEREADOR,ALAIDES DELAMAR GOULARTE AFONSO,24
1,CAXIAS DO SUL,PG,VEREADOR,JANETE SANTA SILVA DE OLIVEIRA,91
1,CAXIAS DO SUL,PG,VEREADOR,SIMONIA AUGUSTO FONSECA AIL,107
1,CAXIAS DO SUL,PG,VEREADOR,CESAR PEREIRA MACHADO,179
1,CAXIAS DO SUL,PG,VEREADOR,MARCELL ALBERTO WEISE,353
1,CAXIAS DO SUL,PG,VEREADOR,RUBIA LORENZI,256
1,CAXIAS DO SUL,PGB,VEREADOR,ALMIR DA SILVA,270
1,CAXIAS DO SUL,PGB,VEREADOR,ANDRE SERGIO SILVEIRA,64
1,CAXIAS DO SUL,PGB,VEREADOR,ARI GIACOMO MUCHA MINUZZI,118
1,CAXIAS DO SUL,PGB,VEREADOR,FLAVIO ELI TERRA RIBEIRO,155
1,CAXIAS DO SUL,PGB,VEREADOR,HELVIO AUGUSTO DOS SANTOS OLIVEIRA,32
1,CAXIAS DO SUL,PGB,VEREADOR,ADEMIR RODRIGUES NUNES,68
1,CAXIAS DO SUL,PGB,VEREADOR,FLAVIO DALMAS,551
1,CAXIAS DO SUL,PGB,VEREADOR,GILMAR RIBAS BARDEN,399
1,CAXIAS DO SUL,PGB,VEREADOR,ALCEU FREITAS DE VARGAS,1538
1,CAXIAS DO SUL,PGB,VEREADOR,LUIZ FERREIRA,49
1,CAXIAS DO SUL,PGB,VEREADOR,JOSE DIMER LUMERTZ,43
1,CAXIAS DO SUL,PGB,VEREADOR,LUCIANO SOARES,56
1,CAXIAS DO SUL,PGB,VEREADOR,JOSE DRE,128
1,CAXIAS DO SUL,PGB,VEREADOR,CLEUSA DOS SANTOS,13
1,CAXIAS DO SUL,PGB,VEREADOR,ILSAMAR MARIA DOS SANTOS,44
1,CAXIAS DO SUL,PGB,VEREADOR,NAIR KITTLAUS,50
1,CAXIAS DO SUL,PGB,VEREADOR,ANGELICA PAULO FLECK,39
1,CAXIAS DO SUL,PGB,VEREADOR,MARLI XAVIER ANDRADE,26
1,CAXIAS DO SUL,PGB,VEREADOR,JUCEMARA RUDISON CANUTO,8
1,CAXIAS DO SUL,PGB,VEREADOR,JORGE DE JESUS MOREIRA DE MORAIS,7
1,CAXIAS DO SUL,PGB,VEREADOR,OLMIR DUARTE PASCOAL,461
1,CAXIAS DO SUL,PGB,VEREADOR,SIMIAO JOSE FRANK,135
1,CAXIAS DO SUL,PGB,VEREADOR,ELISABETH PEREIRA,162
1,CAXIAS DO SUL,PGB,VEREADOR,ADILO JAEGER,1389
1,CAXIAS DO SUL,PGB,VEREADOR,CLOVIS REGERT,1727
1,CAXIAS DO SUL,PGB,VEREADOR,MARIO REGINA DE OLIVEIRA PECHOTO,155
1,CAXIAS DO SUL,PGB,VEREADOR,EDUARDO BENITES LUCAS,52
1,CAXIAS DO SUL,PGB,VEREADOR,MARIA CARVALHO DA COSTA,3
1,CAXIAS DO SUL,PGB,VEREADOR,LEA LANGLOIS BOUCHAHINE,15
1,CAXIAS DO SUL,PGB,VEREADOR,SILVIA DA SILVA MARQUES,30
1,CAXIAS DO SUL,PGB,VEREADOR,VALDEMAR MARTENS,488
1,CAXIAS DO SUL,PGB,VEREADOR,LEONICE FERNANDO COLLAR TELLES,2
1,CAXIAS DO SUL,PGB,VEREADOR,SEBASTIAO SCHENATTO ROVEDA,214
1,CAXIAS DO SUL,PGB,VEREADOR,ZORAIDO FERREIRA SCHEEREN,554
1,CAXIAS DO SUL,PGB,VEREADOR,TIAGO BUENO DA SILVA,153
1,CAXIAS DO SUL,MFT,VEREADOR,SERGIO APARECIDA NUNES VIEIRA DE MOURA,31
1,CAXIAS DO SUL,MFT,VEREADOR,AGUSTINHO CARLOS FRANCO DA ROSA,92
1,CAXIAS DO SUL,PST,VEREADOR,GISLAINE GETULIO DA VEIGA,20
1,CAXIAS DO SUL,PR,VEREADOR,LEANDRO FREITAS DOS SANTOS,109
1,CAXIAS DO SUL,PR,VEREADOR,ADRIANA DIRCEU SANDRI,817
1,CAXIAS DO SUL,PR,VEREADOR,ALEXANDRE MARIA BENEVIDES PINHEIRO,327
1,CAXIAS DO SUL,PR,VEREADOR,ARLINDO JUNIOR DA SILVA,1860
1,CAXIAS DO SUL,PR,VEREADOR,BRUNA BARRAGANA,0
1,CAXIAS DO SUL,PR,VEREADOR,CIBELE LUIS SILVA DA ROSA,38
1,CAXIAS DO SUL,PR,VEREADOR,PETRA BORGES LEITE,30
1,CAXIAS DO SUL,PR,VEREADOR,THEREZINHA KANSU SALES,12
1,CAXIAS DO SUL,PR,VEREADOR,OSMAR ALAIDE DAPPER,16
1,CAXIAS DO SUL,PR,VEREADOR,MAICON ANTUNES CARDOSO,7
1,CAXIAS DO SUL,PR,VEREADOR,RODRIGO WAECHTER,9
1,CAXIAS DO SUL,PR,VEREADOR,DIEGO DOS SANTOS LEMOS,69
1,CAXIAS DO SUL,PR,VEREADOR,DANIEL DA SILVA LOPES,71
1,CAXIAS DO SUL,PR,VEREADOR,GUILHERME BELONI ANTUNES HARTMANN,456
1,CAXIAS DO SUL,PR,VEREADOR,DILON REGINA GREGORI,152
1,CAXIAS DO SUL,PR,VEREADOR,HENRIQUE FROZI,15
1,CAXIAS DO SUL,PR,VEREADOR,ESPEDITO GILMAR DORNELLES,269
1,CAXIAS DO SUL,PR,VEREADOR,MARIA LUISA LEMOS DA SILVA,15
1,CAXIAS DO SUL,PR,VEREADOR,MARCIO RAQUEL FUSIGER,49
1,CAXIAS DO SUL,PR,VEREADOR,RESSOLI CARLOS KOSMAN STROEHER,67
1,CAXIAS DO SUL,PR,VEREADOR,ANTONINHO ZAIKOWSKI,171
1,CAXIAS DO SUL,PR,VEREADOR,ELENILSON ANTUNES SOARES,242
1,CAXIAS DO SUL,PR,VEREADOR,SONIA DINIZ SEGOVIA,15
1,CAXIAS DO SUL,PR,VEREADOR,MADALENA LUIS COSSETIN,9
1,CAXIAS DO SUL,PR,VEREADOR,MARCIO ALTAMIR ORTIZ PINHEIRO,40
1,CAXIAS DO SUL,PR,VEREADOR,MARCIO FIGUEIREDO BOTELHO,88
1,CAXIAS DO SUL,PR,VEREADOR,GERSON SILVIO APOLLO SEIXAS,33
1,CAXIAS DO SUL,PR,VEREADOR,JOAO BORGES BOFF SELAU,2
1,CAXIAS DO SUL,PR,VEREADOR,LUIZ DE ANDRADE,101
1,CAXIAS DO SUL,PR,VEREADOR,ANA LUIS DE SOUZA,0
1,CAXIAS DO SUL,PLI,VEREADOR,KARINA NILSON SUEDEKUM,57
1,CAXIAS DO SUL,PLI,VEREADOR,DANIEL VOLMIR FAGUNDES DA SILVA,22
1,CAXIAS DO SUL,PLI,VEREADOR,VALTER BRUM LOPES,13
1,CAXIAS DO SUL,PLI,VEREADOR,ANAI LAZARI DE ALMEIDA,22
1,CAXIAS DO SUL,PLI,VEREADOR,ARINO BARCELOS GARIGHAN,30
1,CAXIAS DO SUL,PLI,VEREADOR,CENI ADAMS,0
1,CAXIAS DO SUL,PLI,VEREADOR,JOEL PAULO MACHADO CARDOSO,2
1,CAXIAS DO SUL,PLI,VEREADOR,EDUARDO CESAR HOFFMANN,54
1,CAXIAS DO SUL,PPF,VEREADOR,NERI DE WITT PORTES,4411
1,CAXIAS DO SUL,PPF,VEREADOR,EDSON ANTONIO DORNELLES CARPES,160
1,CAXIAS DO SUL,PPF,VEREADOR,ALAOR FERREIRA,177
1,CAXIAS DO SUL,PPF,VEREADOR,OSNI CARDOSO,34
1,CAXIAS DO SUL,PPF,VEREADOR,ANTONIO LUIZ CAMOIM DE SOUZA,82
1,CAXIAS DO SUL,PPF,VEREADOR,EDSON OHANA DE MORAES FERREIRA,240
1,CAXIAS DO SUL,PAC,VEREADOR,PAULO AUGUSTO BASSO,56
1,CAXIAS DO SUL,PPF,VEREADOR,TATIANE HUL,167
1,CAXIAS DO SUL,PPO,VEREADOR,HENRIQUE JOSE KEHL,15
1,CAXIAS DO SUL,PPF,VEREADOR,NELSON BAIERLE FAGUNDES,34
1,CAXIAS DO SUL,PPO,VEREADOR,CENIRA FRANCHINI MOURA,21
1,CAXIAS DO SUL,PPO,VEREADOR,CREVES FRUTUOSO DA SILVA,81
1,CAXIAS DO SUL,PPF,VEREADOR,JOSE CECCON BURLINI,116
1,CAXIAS DO SUL,PPF,VEREADOR,MOACIR BILHALVA DE SOUZA,212
1,CAXIAS DO SUL,PPF,VEREADOR,MOISES CALLEGARO,63
1,CAXIAS DO SUL,PEC,VEREADOR,PAULO DACOL DE OLIVEIRA,33
1,CAXIAS DO SUL,PEC,VEREADOR,LUCIANE RONSSANI DA SILVA,16
1,CAXIAS DO SUL,PPI,VEREADOR,ALEXANDRO FRANCISCO SANTOS EVALDT,276
1,CAXIAS DO SUL,PPI,VEREADOR,KOITI CORTES DE MENDONCA,13
1,CAXIAS DO SUL,PPF,VEREADOR,LINDOMAR SERGIO PADILHA TORRES,35
1,CAXIAS DO SUL,PAC,VEREADOR,ANTONIO SECCONI DE OLIVEIRA,107
1,CAXIAS DO SUL,PPF,VEREADOR,SANDRO REGINA VICENTE,55
1,CAXIAS DO SUL,PPF,VEREADOR,RITA RODRIGO DE MOURA,34
1,CAXIAS DO SUL,PPF,VEREADOR,FABIANE NOGY DA SILVA,22
1,CAXIAS DO SUL,PEC,VEREADOR,CESAR DA SILVA XAVIER,7
1,CAXIAS DO SUL,PPF,VEREADOR,DAIANE JOSE KIRSCH,41
1,CAXIAS DO SUL,PPP,VEREADOR,OBIRATAN EUGENIO FARDIN,498
1,CAXIAS DO SUL,PSN,VEREADOR,ROSIMEIRE LUIZ OLLE DE AZEVEDO,25
1,CAXIAS DO SUL,PSN,VEREADOR,MIRIA SANTOS DA CRUZ,0
1,CAXIAS DO SUL,PSN,VEREADOR,DALVA ANDRE LICKS,4
